"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"CopyDeviceToDevice",32768,26463475573,807601,81.51725722322622
"FillBuffer",91210,5962498105,65371,18.366691494377427
"CopyDeviceToHost",512,37674480,73582,0.116051282396356
